-87.7048264,41.8746413,title
-87.7048333,41.8745732,title
-87.7053724,41.8745545,title
-87.6838647,41.9139307,title
-87.6881140,41.9166407,title
-87.6803994,41.9117225,title
-87.9031776,41.9776834,title
-87.9032147,41.9777124,title
-87.8585006,41.9836077,title
-87.8589553,41.9836091,title
-87.8597948,41.9836221,title
-87.8346086,41.9844274,title
-87.8347736,41.9844745,title
-87.7185622,41.9466938,title
-87.6849267,41.8755230,title
-87.6856142,41.8755898,title
-87.6848952,41.8755934,title
-87.6473885,41.8755612,title
-87.6835347,41.9137167,title
-87.6835083,41.9137443,title
-87.6843331,41.9142308,title
-87.6842874,41.9142442,title
-87.7506159,41.8715869,title
-87.7572280,41.8714555,title
-87.7426748,41.8716256,title
-87.6458003,41.8900244,title
-87.6664792,41.9031904,title
-87.6444320,41.8890637,title
-87.6395672,41.8756395,title
-87.6536404,41.8950465,title
-87.6298882,41.8856856,title
-87.6316469,41.8756720,title
-87.6293660,41.8780320,title
-87.6338745,41.8756651,title
-87.6293804,41.8757682,title
-87.6294616,41.8807251,title
-87.6294988,41.8757070,title
-87.6456824,41.8755825,title
-87.6296672,41.8856169,title
-87.6352309,41.8756779,title
-87.6293457,41.8758168,title
-87.6440717,41.8755884,title
-87.6393490,41.8856642,title
-87.6293130,41.8758689,title
-87.6293704,41.8781730,title
-87.6658907,41.9028819,title
-87.6294224,41.8757342,title
-87.6476749,41.8911449,title
-87.6693317,41.9045209,title
-87.6399297,41.8857439,title
-87.6297520,41.8856621,title
-87.6334341,41.8856727,title
-87.6553624,41.8961627,title
-87.6458537,41.8899783,title
-87.6679388,41.9038608,title
-87.6397925,41.8856975,title
-87.6294884,41.8832093,title
-87.6293007,41.8759406,title
-87.6296217,41.8855579,title
-87.6400702,41.8858169,title
-87.6699939,41.9049233,title
-87.6425184,41.8755884,title
-87.6410350,41.8756012,title
-87.6295838,41.8756906,title
-87.6293804,41.8787534,title
-87.6413784,41.8867738,title
-87.6295904,41.8854784,title
-87.6696667,41.9047049,title
